Time,Initial Velocity,Sine of Theta,Cosine of Theta,X Position,Y Position
0.0,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.0,0.0
0.01,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.013819586079025184,0.012783068061339643
0.02,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.027639172158050368,0.02458613612267929
0.03,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.04145875823707555,0.03540920418401893
0.04,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.055278344316100736,0.04525227224535858
0.05,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.06909793039512592,0.05411534030669821
0.06,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.0829175164741511,0.061998408368037855
0.07,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.09673710255317629,0.06890147642937751
0.08,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.11055668863220147,0.07482454449071715
0.09,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.12437627471122664,0.07976761255205678
0.1,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.13819586079025184,0.08373068061339642
0.11,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.152015446869277,0.08671374867473608
0.12,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.1658350329483022,0.08871681673607572
0.13,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.17965461902732738,0.08973988479741536
0.14,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.19347420510635258,0.08978295285875501
0.15,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.20729379118537775,0.08884602092009465
0.16,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.22111337726440294,0.08692908898143428
0.17,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.23493296334342814,0.08403215704277392
0.18,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.24875254942245328,0.08015522510411355
0.19,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.2625721355014785,0.0752982931654532
0.2,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.2763917215805037,0.0694613612267928
0.21,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.29021130765952885,0.06264442928813255
0.22,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.304030893738554,0.05484749734947217
0.23,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.31785047981757925,0.04607056541081178
0.24,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.3316700658966044,0.03631363347215144
0.25,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.3454896519756296,0.025576701533491064
0.26,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.35930923805465476,0.013859769594830706
0.27,1.9161296802579442,0.6927019709622607,0.7212239454046152,0.37312882413368,0.0011628376561703124
0.0,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.0,0.0
0.01,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.0020082534334329633,0.03794167620995727
0.02,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.004016506866865927,0.07490335241991453
0.03,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.00602476030029889,0.11088502862987179
0.04,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.008033013733731853,0.14588670483982905
0.05,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.010041267167164816,0.17990838104978632
0.06,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.01204952060059778,0.21295005725974359
0.07,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.014057774034030744,0.24501173346970087
0.08,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.016066027467463707,0.2760934096796581
0.09,3.8484111242951813,0.9986374887895025,-0.052183962902372226,-0.018074280900896668,0.30619508588961536
