Time,X,Y,Theta0,Omega0,Length
38.0,-0.078403192464995,-0.8056346600027253,2.6455517082861415,-10.0,0.7488632724376131
38.5,-0.02598618427789652,-0.7725955962174061,2.6455517082861415,-10.0,0.7488632724376131
39.0,-0.08972123074352617,-0.7898042149489498,2.6455517082861415,-10.0,0.7488632724376131
39.5,0.012602030857858717,-0.6686179554319546,2.6455517082861415,-10.0,0.7488632724376131
40.0,-0.023548217126209046,-0.7647875427031688,2.6455517082861415,-10.0,0.7488632724376131
40.5,-0.053474028426832285,-0.7117568809652659,2.6455517082861415,-10.0,0.7488632724376131
41.0,0.010595365582643214,-0.6507744397688193,2.6455517082861415,-10.0,0.7488632724376131
41.5,0.006394334899530832,-0.7190493632216244,2.6455517082861415,-10.0,0.7488632724376131
42.0,-0.08919596521903382,-0.7410090732772949,2.6455517082861415,-10.0,0.7488632724376131
42.5,-0.06939788832900791,-0.6508452106841115,2.6455517082861415,-10.0,0.7488632724376131
43.0,-0.03960149215845164,-0.7581052680047449,2.6455517082861415,-10.0,0.7488632724376131
43.5,0.027199577938725784,-0.6682767055296924,2.6455517082861415,-10.0,0.7488632724376131
44.0,-0.05985537011077067,-0.8296895803221508,2.6455517082861415,-10.0,0.7488632724376131
44.5,0.04131213194219438,-0.8105596830241483,2.6455517082861415,-10.0,0.7488632724376131
45.0,0.04139993919105107,-0.7522125292985297,2.6455517082861415,-10.0,0.7488632724376131
45.5,-0.013399328500669386,-0.702412631321428,2.6455517082861415,-10.0,0.7488632724376131
46.0,-0.09570924585049034,-0.8146705285469399,2.6455517082861415,-10.0,0.7488632724376131
46.5,-0.04622710525940462,-0.7547755466532329,2.6455517082861415,-10.0,0.7488632724376131
47.0,-0.00807384462604671,-0.6494757372590528,2.6455517082861415,-10.0,0.7488632724376131
47.5,0.05400607662043139,-0.7357705748586562,2.6455517082861415,-10.0,0.7488632724376131
48.0,-0.06714620387564742,-0.7257141631329378,2.6455517082861415,-10.0,0.7488632724376131
48.5,0.03838082226728365,-0.7585479683469946,2.6455517082861415,-10.0,0.7488632724376131
49.0,-0.08883109482789105,-0.7920850934147209,2.6455517082861415,-10.0,0.7488632724376131
49.5,0.019951640363584152,-0.8290912850067889,2.6455517082861415,-10.0,0.7488632724376131
50.0,0.025964281690974256,-0.6888290646512428,2.6455517082861415,-10.0,0.7488632724376131
50.5,0.03331556045420375,-0.6492472916790847,2.6455517082861415,-10.0,0.7488632724376131
51.0,0.010468689942995704,-0.7265551541723035,2.6455517082861415,-10.0,0.7488632724376131
51.5,0.03634449375092327,-0.6915857190426034,2.6455517082861415,-10.0,0.7488632724376131
52.0,0.047927747971656394,-0.7889419070436828,2.6455517082861415,-10.0,0.7488632724376131
52.5,-0.01557382689800713,-0.680906948755544,2.6455517082861415,-10.0,0.7488632724376131
53.0,0.04841600112944098,-0.7335100300447691,2.6455517082861415,-10.0,0.7488632724376131
53.5,-0.001299709104958763,-0.8452012118268513,2.6455517082861415,-10.0,0.7488632724376131
54.0,-0.06067180698890678,-0.8279243034933297,2.6455517082861415,-10.0,0.7488632724376131
54.5,-0.09316733220055136,-0.7322244487867923,2.6455517082861415,-10.0,0.7488632724376131
55.0,-0.022659954460441906,-0.7977768131790479,2.6455517082861415,-10.0,0.7488632724376131
55.5,0.019606731560448058,-0.7805713908830763,2.6455517082861415,-10.0,0.7488632724376131
56.0,-0.08036239686567306,-0.6992618042496762,2.6455517082861415,-10.0,0.7488632724376131
56.5,0.07760754684433795,-0.7769551977390694,2.6455517082861415,-10.0,0.7488632724376131
57.0,0.05716497495796688,-0.722522093122951,2.6455517082861415,-10.0,0.7488632724376131
57.5,0.032670440694454336,-0.650286567096158,2.6455517082861415,-10.0,0.7488632724376131
58.0,0.08515241109181121,-0.7611600541409319,2.6455517082861415,-10.0,0.7488632724376131
58.5,0.006139336860081622,-0.7497237158981338,2.6455517082861415,-10.0,0.7488632724376131
59.0,-0.08388770082723576,-0.8246957548704097,2.6455517082861415,-10.0,0.7488632724376131
59.5,-0.029949363494804523,-0.8392063589894626,2.6455517082861415,-10.0,0.7488632724376131
60.0,0.08185774616131042,-0.7631388039909879,2.6455517082861415,-10.0,0.7488632724376131
60.5,0.010498044635336826,-0.8021084989542225,2.6455517082861415,-10.0,0.7488632724376131
61.0,-0.0900830561506035,-0.7529012191143536,2.6455517082861415,-10.0,0.7488632724376131
61.5,0.007228744612657184,-0.6699377405002644,2.6455517082861415,-10.0,0.7488632724376131
62.0,0.01817708395550047,-0.6950207948128304,2.6455517082861415,-10.0,0.7488632724376131
62.5,0.08112454233741623,-0.8269232757834547,2.6455517082861415,-10.0,0.7488632724376131
63.0,0.09364836884926368,-0.6554771723173145,2.6455517082861415,-10.0,0.7488632724376131
63.5,0.007390633287144755,-0.8116256225320911,2.6455517082861415,-10.0,0.7488632724376131
64.0,-0.09665395521617845,-0.8192764917097674,2.6455517082861415,-10.0,0.7488632724376131
64.5,0.07396059325795992,-0.6619949044466994,2.6455517082861415,-10.0,0.7488632724376131
65.0,-0.09174219498521073,-0.7189505672271195,2.6455517082861415,-10.0,0.7488632724376131
65.5,0.08687848226291575,-0.8077200261577421,2.6455517082861415,-10.0,0.7488632724376131
66.0,0.017630880727261045,-0.8331786388075718,2.6455517082861415,-10.0,0.7488632724376131
66.5,-0.08329616258484399,-0.7998887848322195,2.6455517082861415,-10.0,0.7488632724376131
67.0,0.06310913124172142,-0.7938986774934433,2.6455517082861415,-10.0,0.7488632724376131
67.5,0.015193998294188106,-0.7484464598012585,2.6455517082861415,-10.0,0.7488632724376131
68.0,0.04416649202824196,-0.8132251409147613,2.6455517082861415,-10.0,0.7488632724376131
68.5,-0.024528536328983275,-0.7904059805378288,2.6455517082861415,-10.0,0.7488632724376131
69.0,0.0826563871821838,-0.6626275576827131,2.6455517082861415,-10.0,0.7488632724376131
69.5,-0.0879394586486483,-0.739156393864869,2.6455517082861415,-10.0,0.7488632724376131
70.0,-0.001534456474936073,-0.7875963674277737,2.6455517082861415,-10.0,0.7488632724376131
70.5,0.04876456974595352,-0.7705476495287137,2.6455517082861415,-10.0,0.7488632724376131
71.0,-0.007300089877626941,-0.8276213496164941,2.6455517082861415,-10.0,0.7488632724376131
71.5,-0.030366216131339368,-0.6622136149774467,2.6455517082861415,-10.0,0.7488632724376131
72.0,0.06730380316862664,-0.8027147871922583,2.6455517082861415,-10.0,0.7488632724376131
72.5,-0.0630104423894419,-0.6766698303507536,2.6455517082861415,-10.0,0.7488632724376131
73.0,-0.08692428417040099,-0.6937327676250359,2.6455517082861415,-10.0,0.7488632724376131
73.5,0.04271705398128152,-0.8171054364110697,2.6455517082861415,-10.0,0.7488632724376131
74.0,0.0051640638410080705,-0.6495971496641381,2.6455517082861415,-10.0,0.7488632724376131
74.5,-0.07452043945836985,-0.8090429973129049,2.6455517082861415,-10.0,0.7488632724376131
75.0,-0.09835775779308362,-0.8387906854078637,2.6455517082861415,-10.0,0.7488632724376131
75.5,-0.018715249236211023,-0.8172527357113379,2.6455517082861415,-10.0,0.7488632724376131
76.0,-0.06550309259086716,-0.7001638727682272,2.6455517082861415,-10.0,0.7488632724376131
76.5,-0.094266893459752,-0.709677973851816,2.6455517082861415,-10.0,0.7488632724376131
77.0,0.07263319777795961,-0.7995384117221842,2.6455517082861415,-10.0,0.7488632724376131
77.5,0.005771079485094018,-0.7115713443023477,2.6455517082861415,-10.0,0.7488632724376131
78.0,-0.08030086895088379,-0.6762995903082701,2.6455517082861415,-10.0,0.7488632724376131
78.5,0.06080244951189848,-0.7828273457750856,2.6455517082861415,-10.0,0.7488632724376131
79.0,0.08726380708242085,-0.8296645938212683,2.6455517082861415,-10.0,0.7488632724376131
79.5,-0.034071306712907666,-0.6705379168643592,2.6455517082861415,-10.0,0.7488632724376131
80.0,-0.0983095037293253,-0.7623987070181623,2.6455517082861415,-10.0,0.7488632724376131
80.5,-0.030916797483251587,-0.6741036127988376,2.6455517082861415,-10.0,0.7488632724376131
81.0,-0.05704744564535818,-0.668994855963273,2.6455517082861415,-10.0,0.7488632724376131
81.5,0.06368930306705242,-0.719329971982452,2.6455517082861415,-10.0,0.7488632724376131
82.0,-0.009492998727082286,-0.7745705780867751,2.6455517082861415,-10.0,0.7488632724376131
82.5,-0.006840278445558759,-0.8480706300743727,2.6455517082861415,-10.0,0.7488632724376131
83.0,0.04845872664905226,-0.733949484335571,2.6455517082861415,-10.0,0.7488632724376131
83.5,0.024564135518048917,-0.7480449788414933,2.6455517082861415,-10.0,0.7488632724376131
84.0,0.08209611870082904,-0.7754642369717719,2.6455517082861415,-10.0,0.7488632724376131
84.5,0.0914431722705299,-0.7595210376861443,2.6455517082861415,-10.0,0.7488632724376131
85.0,0.014891745008984648,-0.6547896428549762,2.6455517082861415,-10.0,0.7488632724376131
85.5,0.043259290256246155,-0.6511086002046016,2.6455517082861415,-10.0,0.7488632724376131
86.0,0.0056236631331325415,-0.7940794172827687,2.6455517082861415,-10.0,0.7488632724376131
86.5,-0.09833085944989581,-0.702899932008133,2.6455517082861415,-10.0,0.7488632724376131
87.0,0.06580794058019286,-0.6721918945937713,2.6455517082861415,-10.0,0.7488632724376131
87.5,0.09911538946299892,-0.732918676029906,2.6455517082861415,-10.0,0.7488632724376131
88.0,-0.03324230667532568,-0.8486551379967248,2.6455517082861415,-10.0,0.7488632724376131
88.5,-0.09431924353015131,-0.6863933911881569,2.6455517082861415,-10.0,0.7488632724376131
89.0,0.07012436848132993,-0.7838681133270088,2.6455517082861415,-10.0,0.7488632724376131
89.5,-0.0668798936211061,-0.7929413597324588,2.6455517082861415,-10.0,0.7488632724376131
90.0,0.0629107087902722,-0.7159673797848515,2.6455517082861415,-10.0,0.7488632724376131
90.5,0.088841626423874,-0.7895962333434547,2.6455517082861415,-10.0,0.7488632724376131
91.0,0.05237801209224799,-0.7138473289923348,2.6455517082861415,-10.0,0.7488632724376131
91.5,-0.04545589367217843,-0.8097590393938922,2.6455517082861415,-10.0,0.7488632724376131
92.0,0.08765809346794622,-0.8028962326629305,2.6455517082861415,-10.0,0.7488632724376131
92.5,0.0012741270250372938,-0.7866816271157923,2.6455517082861415,-10.0,0.7488632724376131
93.0,-0.03765347787241677,-0.8183842607479231,2.6455517082861415,-10.0,0.7488632724376131
93.5,0.037733259831079564,-0.7794401200345047,2.6455517082861415,-10.0,0.7488632724376131
94.0,-0.003687522331037064,-0.6520180453769164,2.6455517082861415,-10.0,0.7488632724376131
94.5,-0.03505167683923196,-0.7295138552669452,2.6455517082861415,-10.0,0.7488632724376131
95.0,-0.01260840542986874,-0.7539885597090493,2.6455517082861415,-10.0,0.7488632724376131
95.5,-0.0134278043600094,-0.6680954620264434,2.6455517082861415,-10.0,0.7488632724376131
96.0,0.04474730798070063,-0.7936090237634577,2.6455517082861415,-10.0,0.7488632724376131
96.5,-0.04494433812399013,-0.7899865514712979,2.6455517082861415,-10.0,0.7488632724376131
97.0,0.010712521967007659,-0.6780497738303626,2.6455517082861415,-10.0,0.7488632724376131
97.5,-0.09656703577235336,-0.7775381637737719,2.6455517082861415,-10.0,0.7488632724376131
98.0,0.056578685336291845,-0.8388533397705741,2.6455517082861415,-10.0,0.7488632724376131
98.5,0.03116785626683989,-0.7600705919394908,2.6455517082861415,-10.0,0.7488632724376131
99.0,-0.03752341399012597,-0.6774548211930296,2.6455517082861415,-10.0,0.7488632724376131
99.5,0.0983455854176152,-0.7311936205321774,2.6455517082861415,-10.0,0.7488632724376131
100.0,0.0992078082731333,-0.7639294839390236,2.6455517082861415,-10.0,0.7488632724376131
100.5,-0.03167453849124605,-0.7523335891988411,2.6455517082861415,-10.0,0.7488632724376131
101.0,0.06261272885665299,-0.8335320232104992,2.6455517082861415,-10.0,0.7488632724376131
101.5,0.046185133790837336,-0.7423061305530069,2.6455517082861415,-10.0,0.7488632724376131
102.0,0.016651258623268626,-0.7788354410351092,2.6455517082861415,-10.0,0.7488632724376131
102.5,-0.005340545203537151,-0.762153970896994,2.6455517082861415,-10.0,0.7488632724376131
103.0,-0.08308291782807042,-0.7792869418231158,2.6455517082861415,-10.0,0.7488632724376131
103.5,0.01951419881361313,-0.8378731484409396,2.6455517082861415,-10.0,0.7488632724376131
104.0,-0.021500486224903307,-0.8158492455255573,2.6455517082861415,-10.0,0.7488632724376131
104.5,-0.05416444780390918,-0.8289971235583155,2.6455517082861415,-10.0,0.7488632724376131
105.0,0.023907674012582463,-0.7287060064683648,2.6455517082861415,-10.0,0.7488632724376131
105.5,-0.07504613030733642,-0.8479840939825737,2.6455517082861415,-10.0,0.7488632724376131
106.0,-0.08826889483112942,-0.8089375657904069,2.6455517082861415,-10.0,0.7488632724376131
106.5,-0.08212811582834023,-0.7704287580164081,2.6455517082861415,-10.0,0.7488632724376131
107.0,-0.09345926915919106,-0.7269403390478668,2.6455517082861415,-10.0,0.7488632724376131
107.5,-0.0334227547128478,-0.7571471181574987,2.6455517082861415,-10.0,0.7488632724376131
108.0,0.03169226121740785,-0.7687998089170649,2.6455517082861415,-10.0,0.7488632724376131
108.5,0.05000255222838813,-0.6716559737173251,2.6455517082861415,-10.0,0.7488632724376131
109.0,-0.026894993596959446,-0.8335671201963161,2.6455517082861415,-10.0,0.7488632724376131
109.5,-0.004615027553832118,-0.804690060103814,2.6455517082861415,-10.0,0.7488632724376131
110.0,0.05816403876351156,-0.8013386025680875,2.6455517082861415,-10.0,0.7488632724376131
110.5,-0.015339198689302605,-0.7646174258967637,2.6455517082861415,-10.0,0.7488632724376131
111.0,-0.05145102000610695,-0.7178017231417173,2.6455517082861415,-10.0,0.7488632724376131
111.5,9.020566216405894e-05,-0.7870391054993724,2.6455517082861415,-10.0,0.7488632724376131
112.0,0.020081637899247863,-0.8206670832580678,2.6455517082861415,-10.0,0.7488632724376131
112.5,0.0759854166722831,-0.7329000797779758,2.6455517082861415,-10.0,0.7488632724376131
113.0,0.025811063530323558,-0.7974874842026872,2.6455517082861415,-10.0,0.7488632724376131
113.5,-0.07091778042094075,-0.7636892114664235,2.6455517082861415,-10.0,0.7488632724376131
114.0,-0.08347415490302532,-0.7453465030026161,2.6455517082861415,-10.0,0.7488632724376131
114.5,0.06006488281843106,-0.808691687020958,2.6455517082861415,-10.0,0.7488632724376131
115.0,0.06043846445429061,-0.8051657477571234,2.6455517082861415,-10.0,0.7488632724376131
115.5,-0.06220438881640184,-0.6932414643505656,2.6455517082861415,-10.0,0.7488632724376131
116.0,0.05594221243305361,-0.7853542885342518,2.6455517082861415,-10.0,0.7488632724376131
116.5,0.052817894449268994,-0.6529268031460648,2.6455517082861415,-10.0,0.7488632724376131
117.0,0.07315854308187485,-0.7467285944829106,2.6455517082861415,-10.0,0.7488632724376131
117.5,0.0019138310846161797,-0.7360011556921235,2.6455517082861415,-10.0,0.7488632724376131
118.0,-0.015935272585288544,-0.8271224106743504,2.6455517082861415,-10.0,0.7488632724376131
118.5,0.04922933834046667,-0.767907776110396,2.6455517082861415,-10.0,0.7488632724376131
119.0,0.0628117806165804,-0.7508013861706015,2.6455517082861415,-10.0,0.7488632724376131
119.5,-0.04924211331799033,-0.799262730306551,2.6455517082861415,-10.0,0.7488632724376131
0.0,-0.34117951675546426,0.3744646888393509,3.968327562429212,-10.0,0.5425492812453673
0.5,-0.4873860921404837,0.1287901395127384,3.968327562429212,-10.0,0.5425492812453673
1.0,0.003139251941675761,0.6077016495389661,3.968327562429212,-10.0,0.5425492812453673
1.5,0.43845216291339606,-0.2510994806843349,3.968327562429212,-10.0,0.5425492812453673
2.0,-0.4403713646393703,-0.292712816625574,3.968327562429212,-10.0,0.5425492812453673
2.5,0.5428024098746385,0.1279643305719584,3.968327562429212,-10.0,0.5425492812453673
3.0,0.4842729242315186,-0.21775584963447805,3.968327562429212,-10.0,0.5425492812453673
3.5,-0.4949008925445012,-0.1777441472051995,3.968327562429212,-10.0,0.5425492812453673
4.0,-0.24331587410838793,-0.43745309899052104,3.968327562429212,-10.0,0.5425492812453673
4.5,0.5067191967158248,-0.3343372891413503,3.968327562429212,-10.0,0.5425492812453673
5.0,-0.19142478017857262,-0.5628329407302612,3.968327562429212,-10.0,0.5425492812453673
5.5,-0.17407674465116685,-0.47597071529955715,3.968327562429212,-10.0,0.5425492812453673
6.0,0.29246688324680836,-0.43111511714034473,3.968327562429212,-10.0,0.5425492812453673
6.5,-0.022399959664429307,-0.5855894940162195,3.968327562429212,-10.0,0.5425492812453673
7.0,-0.14255857080094592,-0.5016958715642719,3.968327562429212,-10.0,0.5425492812453673
7.5,0.027089977048881393,-0.49947852131083204,3.968327562429212,-10.0,0.5425492812453673
8.0,-0.05760899222295678,-0.6302377611565453,3.968327562429212,-10.0,0.5425492812453673
8.5,-0.02804097673372879,-0.5485618393602892,3.968327562429212,-10.0,0.5425492812453673
9.0,-0.05903199365525791,-0.5604523264546873,3.968327562429212,-10.0,0.5425492812453673
9.5,0.04656867321005125,-0.571505355772833,3.968327562429212,-10.0,0.5425492812453673
10.0,-0.03601715100658395,-0.475431858427194,3.968327562429212,-10.0,0.5425492812453673
10.5,0.07723914888956525,-0.6269048876673567,3.968327562429212,-10.0,0.5425492812453673
11.0,-0.04652520880892218,-0.5160445950523551,3.968327562429212,-10.0,0.5425492812453673
11.5,-0.07378859631571225,-0.5572574444407493,3.968327562429212,-10.0,0.5425492812453673
12.0,-0.0035352408525435863,-0.5936701659844725,3.968327562429212,-10.0,0.5425492812453673
12.5,0.04106449439150194,-0.4587842831099723,3.968327562429212,-10.0,0.5425492812453673
13.0,-0.02222557778997237,-0.46648706933706396,3.968327562429212,-10.0,0.5425492812453673
13.5,0.09336166429623421,-0.6050184844131608,3.968327562429212,-10.0,0.5425492812453673
14.0,0.02180822229918554,-0.471991348164185,3.968327562429212,-10.0,0.5425492812453673
14.5,0.08819237064635024,-0.6048834711738065,3.968327562429212,-10.0,0.5425492812453673
15.0,-0.059325895973673055,-0.45488464344866963,3.968327562429212,-10.0,0.5425492812453673
15.5,-0.008044701436471922,-0.5014985274200275,3.968327562429212,-10.0,0.5425492812453673
16.0,-0.09561525387209474,-0.5018602314889847,3.968327562429212,-10.0,0.5425492812453673
16.5,-0.07160828469957897,-0.6410981163530873,3.968327562429212,-10.0,0.5425492812453673
17.0,-0.06954964447333095,-0.6325775435418427,3.968327562429212,-10.0,0.5425492812453673
17.5,-0.05608690631279078,-0.5118003295162795,3.968327562429212,-10.0,0.5425492812453673
18.0,-0.008938155982330113,-0.5518645612098106,3.968327562429212,-10.0,0.5425492812453673
18.5,-0.07343168748767628,-0.5006017099097184,3.968327562429212,-10.0,0.5425492812453673
19.0,-2.3375062727581707e-05,-0.4784304972283612,3.968327562429212,-10.0,0.5425492812453673
19.5,-0.06680622146931771,-0.46956386631063995,3.968327562429212,-10.0,0.5425492812453673
20.0,0.043728579573770805,-0.610895386147145,3.968327562429212,-10.0,0.5425492812453673
20.5,-0.01758653427905643,-0.5645647020450029,3.968327562429212,-10.0,0.5425492812453673
21.0,-0.0096052982716717,-0.4842244483388378,3.968327562429212,-10.0,0.5425492812453673
21.5,-0.03304899925732744,-0.5854771294434409,3.968327562429212,-10.0,0.5425492812453673
22.0,-0.0006951720776968892,-0.5923363416866844,3.968327562429212,-10.0,0.5425492812453673
22.5,0.09958852865656515,-0.5786677469958132,3.968327562429212,-10.0,0.5425492812453673
23.0,-0.015011163131210557,-0.48586515900402194,3.968327562429212,-10.0,0.5425492812453673
23.5,-0.0344126401077142,-0.5687913249681245,3.968327562429212,-10.0,0.5425492812453673
24.0,-0.08692397944728937,-0.44422535774208327,3.968327562429212,-10.0,0.5425492812453673
24.5,-0.047114509457988514,-0.5279419765750657,3.968327562429212,-10.0,0.5425492812453673
25.0,0.027447958081854407,-0.5837230044400505,3.968327562429212,-10.0,0.5425492812453673
25.5,-0.0404652694417519,-0.6413919317454051,3.968327562429212,-10.0,0.5425492812453673
26.0,0.08592833652165276,-0.6406596904333426,3.968327562429212,-10.0,0.5425492812453673
26.5,0.010863031315299088,-0.6373938846955806,3.968327562429212,-10.0,0.5425492812453673
27.0,-0.007700345967608708,-0.5363849104935274,3.968327562429212,-10.0,0.5425492812453673
27.5,-0.059041251224373974,-0.6182103449193719,3.968327562429212,-10.0,0.5425492812453673
28.0,-0.013719599284774968,-0.5143459495006544,3.968327562429212,-10.0,0.5425492812453673
28.5,-0.009843604921029422,-0.6407601316232494,3.968327562429212,-10.0,0.5425492812453673
29.0,-0.04745957660107506,-0.4677922104936071,3.968327562429212,-10.0,0.5425492812453673
29.5,-0.015343096516922923,-0.550868707298214,3.968327562429212,-10.0,0.5425492812453673
30.0,0.0330154437091735,-0.45689686975278654,3.968327562429212,-10.0,0.5425492812453673
30.5,-0.06811657022595707,-0.4628264918350276,3.968327562429212,-10.0,0.5425492812453673
